scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,feasible_load_count_mean,completed_load_count_mean,task_completion_rate_mean,recovery_success_mean,recovery_time_s_mean,load_target_reached_rate_mean,mean_final_pose_error_m_mean,max_final_pose_error_m_mean,mean_final_orientation_error_deg_mean,max_final_orientation_error_deg_mean,lost_load_rate_mean,infeasible_load_count_mean,infeasible_load_detection_rate_mean,post_event_wrench_feasible_rate_mean,mean_wrench_residual_norm_mean,min_wrench_margin_mean,unsupported_time_s_mean,load_pause_time_s_mean,degraded_speed_time_s_mean,replacement_arrival_time_s_mean,final_assigned_loads_mean,final_idle_robots_mean,reassignment_count_mean,final_active_robot_rate_mean,failed_robot_count_mean,battery_margin_final_mean,min_battery_fraction_mean,communication_coverage_ratio_mean,communication_messages_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,mean_path_length_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
ALL_SCENARIOS,1,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2333333333333334,1.525,0.73125,0.55625,44.655752124613066,0.73125,1.2729171854742167,2.2869815001047544,0.1402949053081316,0.3744056252909903,0.26875,0.8958333333333334,0.6375,0.9535950358348961,0.5033736032810509,-0.11085057026691082,0.43895833333333345,3.8599166666666673,5.7201666666666675,1.9374802765899983,1.1270833333333334,4.470833333333333,9.166666666666666,0.9414988425925926,0.4708333333333333,0.25979226975838954,0.40979226975838956,0.8589048335680904,20967.183333333334,0.0125,6.242709730480712e-07,69.25416666666666,0.1149999973090971,0.1625946974810875,0.10960823786046636,141.86935046112004,17.779358447622673,0.34388910017918894,1119.5021722022768,0.3306038265326244,0.7586369006371605,0.0,422.8865616671101,155.63256703963944,150.2828885103753,5.349678529264164,0.01465589535441919,0.01465589535441919
ALL_SCENARIOS,2,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2354166666666666,1.51875,0.7284722222222222,0.55,44.861740152828105,0.7284722222222222,1.2849550082152346,2.3191554414960005,0.1387144351345328,0.36965573739770724,0.2715277777777778,0.89375,0.6229166666666667,0.9514920114488619,0.5036850016496586,-0.11494564220361557,0.4345833333333334,3.8529166666666668,5.896041666666666,2.1248136099233315,1.1625,4.341666666666667,8.854166666666666,0.9407175925925927,0.47708333333333336,0.26061295678972585,0.41061295678972587,1.0,24202.508333333335,0.03125,1.3386671585361207e-06,70.25,0.11499999770335326,0.16594734451025192,0.12284043498755699,142.27367570152134,17.826803522089143,0.34323910479325026,1122.750292692442,0.33058211866401416,0.7585578165761487,0.0,419.5631654205499,150.2828885103753,150.2828885103753,0.0,0.0,0.0
ALL_SCENARIOS,3,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2333333333333334,1.5145833333333334,0.726736111111111,0.54375,44.732491804699976,0.726736111111111,1.2910895435838887,2.3188716310139754,0.0767329760814323,0.18393394522779918,0.2732638888888889,0.8958333333333334,0.625,0.9566142271578052,0.3934634401237326,-0.10249490744465098,0.26162500000000005,3.925833333333334,5.397875,1.7503552765899986,1.15625,4.395833333333333,9.025,0.9428530092592593,0.46041666666666664,0.26201173065654676,0.4120117306565467,0.8560465915063818,20900.191666666666,0.03125,1.2068224929733576e-06,70.78541666666666,0.11499999963234785,0.15578689955680874,0.1249192624459863,141.17126181725416,17.683024223372524,0.34546366392412037,1114.5586697907568,0.3290282055644195,0.7419979024989848,0.0,428.30642041420407,151.91701497381092,150.2828885103753,1.63412646343564,0.044577570170783405,0.044577570170783405
ALL_SCENARIOS,4,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2333333333333334,1.5083333333333333,0.7239583333333334,0.5395833333333333,44.86562797833093,0.7239583333333334,1.3067519911839052,2.3446460573407535,0.0540754348215761,0.11591999476714303,0.27604166666666674,0.8958333333333334,0.6052083333333333,0.9572881740198738,0.4055455908171055,-0.10261357683490764,0.2794166666666667,3.902208333333334,5.534666666666667,1.8629386099233323,1.1875,4.2625,8.870833333333334,0.9430613425925927,0.4583333333333333,0.2608526184944003,0.41085261849440025,0.856223508607469,20910.879166666666,0.05,1.9002396527366712e-06,72.19375,0.11499999967358482,0.1570627212861592,0.13165138479113564,141.1085915397415,17.67870073833578,0.34395958438691393,1113.741797282518,0.3294454844249607,0.741819956008793,0.0,430.54588103987044,149.56494716644053,150.2828885103753,-0.7179413439347356,0.04757214507404204,0.04757214507404204
ALL_SCENARIOS,5,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2375,1.5,0.7190972222222222,0.5333333333333333,45.19376878972714,0.7190972222222222,1.3363655427028043,2.3922995344124858,0.08877667745505481,0.2197648421573685,0.28090277777777783,0.8916666666666667,0.6166666666666667,0.9560644781922389,0.4676835402242589,-0.1046561242457386,0.36137500000000006,4.135833333333333,5.6169166666666674,2.046313609923332,1.1833333333333333,4.272916666666666,8.889583333333333,0.9430613425925927,0.4583333333333333,0.2596089704502758,0.4096089704502759,0.8557662715883294,20902.575,0.008333333333333333,3.2244287051979363e-07,71.07291666666667,0.11499999963081926,0.15596113593303831,0.13152023517290076,141.74840123386173,17.748184764440413,0.34326896335842216,1120.2010669868107,0.33044353165013507,0.7418059976517358,0.0,432.453111877597,147.33245451662873,150.2828885103753,-2.950433993746566,0.049122537577264744,0.049122537577264744
ALL_SCENARIOS,6,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2354166666666666,1.5,0.7197916666666667,0.53125,45.36825333860147,0.7197916666666667,1.325359412910285,2.3862042227683977,0.14119483338440733,0.37673148912424287,0.2802083333333334,0.89375,0.615625,0.9520000672422699,0.532568791793894,-0.112229538799577,0.45704166666666673,4.193583333333334,5.8382916666666675,2.0048552765899985,1.1770833333333333,4.30625,8.95,0.9422800925925927,0.46458333333333335,0.26021396647930994,0.41021396647930997,0.8581820009813341,20953.204166666666,0.008333333333333333,4.255689083767204e-07,70.52291666666666,0.1149999996640459,0.15807082543145007,0.13968247239766873,141.15016097481,17.68523738040129,0.3448241819763675,1115.3384935108766,0.32812522145070677,0.7419199295675308,0.0,427.4373375012753,146.8007014415815,150.2828885103753,-3.4821870687938,0.037004067238532286,0.037004067238532286
ALL_SCENARIOS,7,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2416666666666667,1.4854166666666666,0.7097222222222221,0.5104166666666666,45.78778369815778,0.7097222222222221,1.4408029144190153,2.6165334746382483,0.16577736797844192,0.3784092566866285,0.29027777777777786,0.8875,0.5104166666666666,0.9279565925928409,1.0129198017914283,-0.13467878453727353,0.9452916666666668,4.277291666666668,6.878375,3.004355276589998,1.30625,3.85,7.691666666666666,0.9421585648148147,0.4666666666666667,0.26566029911390593,0.41566029911390595,0.857857225222502,20962.7625,0.008333333333333333,3.2244287051979363e-07,66.275,0.11499999967432424,0.1498434494246667,0.12255305031999979,137.8242406076483,17.076252783722175,0.34799332704143493,1088.178349397523,0.3241057942723284,0.7254100434459662,0.0,435.58589937674697,135.67226018833628,150.2828885103753,-14.610628322038993,0.08482706934868847,0.08482706934868847
ALL_SCENARIOS,8,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.24375,1.4833333333333334,0.7086805555555554,0.5104166666666666,45.6761251861159,0.7086805555555554,1.361933987841123,2.456317351265407,0.08996231948391525,0.22325867151449785,0.29131944444444446,0.8854166666666666,0.6125,0.9559060554740058,0.47792995194634563,-0.10591859868783877,0.3561250000000001,4.393375000000002,5.810291666666668,2.0116052765899983,1.2083333333333333,4.1875,8.73125,0.9418113425925926,0.46875,0.25938543123465985,0.40938543123465987,1.0,24202.508333333335,0.03958333333333333,1.478138136791983e-06,70.29375,0.11499999965649547,0.1647179942685301,0.14487905817294458,141.59294990488482,17.716972822253176,0.34410103090081096,1118.8853477129244,0.32855992553310853,0.7249707942060046,0.0,427.82679874871974,137.4207027352435,150.2828885103753,-12.862185775131769,0.07308463514539444,0.07308463514539444
ALL_SCENARIOS,9,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.252083333333333,1.4854166666666666,0.7074652777777778,0.5104166666666666,45.86680732643856,0.7074652777777778,1.4115415341411979,2.559222571455477,0.18931301867022127,0.5009044920757604,0.29253472222222227,0.8770833333333333,0.5104166666666666,0.9273201561435714,0.6586072828712578,-0.1264559882190808,0.5993750000000001,4.152166666666667,7.381791666666667,2.6671209040773323,1.3333333333333333,3.8333333333333335,7.527083333333334,0.9357870370370371,0.5166666666666667,0.26214311894436404,0.41214311894436406,1.0,24202.508333333335,0.025,9.388136791982945e-07,66.66458333333334,0.11499999716427252,0.133291605230936,0.12137517973991958,136.67093356233255,16.961622202886705,0.3497330598490768,1079.8189182929814,0.3236895995262677,0.7419130444802479,0.0,446.11539791488514,132.8306592676771,150.2828885103753,-17.452229242698202,0.09575116794460273,0.09575116794460273
ALL_SCENARIOS,10,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,480,"maximize recovery success and feasible-load completion, minimize lost loads and reference gap, then minimize collisions, recovery time, energy, messages and runtime",2.2604166666666665,1.4770833333333333,0.6986111111111111,0.4979166666666667,46.16935816791728,0.6986111111111111,1.4326215207891404,2.594820048134325,0.17062790772836242,0.4340762960192755,0.30138888888888893,0.86875,0.4822916666666667,0.9214432930724327,0.7362798686479148,-0.1313125775340377,0.6419583333333334,4.711291666666667,7.728291666666668,2.8970980722747868,1.3833333333333333,3.620833333333333,7.18125,0.9358738425925925,0.5166666666666667,0.2621667747485172,0.41216677474851715,0.8549872970809151,20894.054166666665,0.0020833333333333333,7.595090533479159e-08,62.80833333333333,0.1149999944774813,0.13928304881174353,0.12816018275732538,136.21292236806215,16.888411005549088,0.3513218135810675,1076.2533857437513,0.31748668323568885,0.708939131392237,0.0,433.9447729117334,129.61949861126126,150.2828885103753,-20.66338989911403,0.11093675295539746,0.11093675295539746
