experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,assignment_valid,rates_valid,precision_coverage_valid,oracle_dominance_valid,message
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4300,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4301,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4302,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4303,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4304,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4305,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4306,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4307,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,wrench_oracle,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,oracle_scalar_assignment,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,hungarian_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,capacity_greedy_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,cbba_slots,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,replicator_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,bnn_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,smith_wrench_deficit,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,smith_wrench_marginal,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4308,support_dual_wrench_market,True,True,True,True,True,
SP3_MC_wrench_comparison_high_power,point_load_degenerate,point_load_degenerate_v00,4309,wrench_oracle,True,True,True,True,True,
