scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
bar_torque_pure,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,1.5690399915911257,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,6.343395277824734,7.0183982970503695,37.65781938306644,8.0,0.1594000069114069,66.65505034697456,66.70848601219066,-0.05343566521609565,0.0,0.0008010124077307327,3.5,3.5
bar_torque_pure,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,1.6159433483456571,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.775866554869383,2.9944986142095376,16.407178301804244,8.0,0.046139994325737156,66.70848601219066,66.70848601219066,0.0,0.0,0.0,3.5,3.5
bar_torque_pure,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.775866554869383,2.9944986142095376,16.407178301804244,8.0,0.6321633273425201,66.70848601219066,66.70848601219066,0.0,0.0,0.0,3.5,3.5
bar_torque_pure,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,1.486093329731375,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,1.4610000032310684,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,1.2983966618776321,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.867316048662774,3.197455171315958,16.97464466819964,8.0,2.5096466609587273,66.70710488508195,66.70848601219066,-0.0013811271087182794,0.0,2.0706260716150984e-05,3.5,3.5
bar_torque_pure,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.775866554869383,2.9944986142095376,16.407178301804244,8.0,3.710523344731579,66.70848601219066,66.70848601219066,0.0,0.0,0.0,3.5,3.5
